divesite,country,region,location,X,Y
Blonde Rock,British Virgin,,,18.36868333,-64.55133333
Alice in Wonderland,British Virgin,,,18.38615109,-64.48154926
R M S  Rhone,British Virgin,,,18.36938333,-64.53526667
Santa Monica Rock,British Virgin,,,18.29977295,-64.63874817
El Cabezo de las Isabelitas,Cuba,Isla de la Juventud,,21.58648333,-83.16965
Reino Magico,Cuba,Isla de la Juventud,,21.59091667,-83.1726
La Peguena Pared,Cuba,Isla de la Juventud,,21.58366667,-83.16976667
Salon Maravilloso,Cuba,Isla de la Juventud,,21.58875,-83.171
Cueva del Ensueno,Cuba,Isla de la Juventud,,21.59058333,-83.17208333
El Cangilon,Cuba,Isla de la Juventud,,21.599,-83.17888333
El Escondite del Buzo,Cuba,Isla de la Juventud,,21.5896,-83.1715
El Jardin de la Reina,Cuba,Isla de la Juventud,,21.61441667,-83.19575
Cueva Azul,Cuba,Isla de la Juventud,,21.58775,-83.17058333
Off Limit,Cuba,Isla de la Juventud,,21.57441667,-83.17333333
El Pasaje Escondido,Cuba,Isla de la Juventud,,21.59183333,-83.17358333
Paraiso de Muke,Cuba,Isla de la Juventud,,21.62316667,-83.20808333
Tunel del Amor,Cuba,Isla de la Juventud,,21.58658333,-83.17083333
El Pequeno Reino,Cuba,Isla de la Juventud,,21.58908333,-83.17075
Power plant,Cuba,Varadero,,23.11070058,-81.53181553
Playa El Coral,Cuba,Varadero,,23.08797921,-81.44970238
The fishboat,Cuba,Trinidad Cienfuegos,,21.72454041,-80.00268817
Sailboat Wreck,Cuba,Trinidad Cienfuegos,,21.723763,-80.00207126
Wreck Ancon,Cuba,Trinidad Cienfuegos,,21.72574705,-80.00754833
Cenote mar,Cuba,Playa Giron Larga,,22.16685914,-81.13855004
Cueva de los peces,Cuba,Playa Giron Larga,,22.16651635,-81.13637209
Cenote Cuba Checoslovaquia,Cuba,Playa Giron Larga,,22.15623731,-81.13301396
Patrol Boat Wreck,Cuba,Ciego de Avila,Jardines del Rey,22.54458641,-78.36007118
Maria,Cuba,Trinidad Cienfuegos,,21.72378293,-80.01342773
Jardí_n Sin Nombre,Cuba,Maria la Gorda,,21.76002851,-84.52846527
El Almirante,Cuba,Maria la Gorda,,21.81245,-84.50993333
Guantanamo bay reef,Cuba,,,19.90565373,-75.17995834
La Cadena Misteriosa,Cuba,Maria la Gorda,,21.77611111,-84.51972222
Yemayíç,Cuba,Maria la Gorda,,21.83361111,-84.49166667
El Ancla de Francois,Cuba,Maria la Gorda,,21.80138889,-84.51361111
El Encanto,Cuba,Maria la Gorda,,21.78333333,-84.5175
Acuario,Cuba,Maria la Gorda,,21.79833333,-84.51444444
Paraiso Perdido,Cuba,Maria la Gorda,,21.76923333,-84.52286667
Cabeza de Marcel,Cuba,Maria la Gorda,,21.81638889,-84.50166667
Balena Moby Dick,Cuba,Maria la Gorda,,21.77222222,-84.51805556
Las Cuevas de Bebo,Cuba,Maria la Gorda,,21.79722222,-84.51666667
El Jardin de la Gorgonia,Cuba,Maria la Gorda,,21.81031906,-84.51283336
El Salí_n de Marí_a,Cuba,Maria la Gorda,,21.81098333,-84.51366667
El Patio de Vanessa,Cuba,Maria la Gorda,,21.81130518,-84.51215744
Rancho Luna,Cuba,Trinidad Cienfuegos,,22.03770339,-80.42861223
Jibacoa,Cuba,La Havana,,23.15219824,-81.82140827
Cayo Felipe el Grande,Cuba,Ciego de Avila,Jardines del Rey,22.61478338,-78.62702608
La Angelica,Cuba,Ciego de Avila,Jardines del Rey,22.62660814,-78.63962173
La Borgonia,Cuba,Ciego de Avila,Jardines del Rey,22.63754068,-78.63069534
La Finca,Cuba,Ciego de Avila,Jardines del Rey,22.62320144,-78.59739304
La Jaula II,Cuba,Ciego de Avila,Jardines del Rey,22.57193241,-78.50924492
La Jaula I,Cuba,Ciego de Avila,Jardines del Rey,22.58302779,-78.52143288
El Acuario II,Cuba,Ciego de Avila,Jardines del Rey,22.63508489,-78.73403549
El Acuario I,Cuba,Ciego de Avila,Jardines del Rey,22.62922252,-78.71601105
Jardines de la Reina,Cuba,Camagueey,Cayo Anclitas,20.80362036,-78.94741058
Baie des cochons,Cuba,Playa Giron Larga,,22.27980425,-81.1988461
La Puntilla,Cuba,Santa Clara,Las Brujas,22.65302695,-79.13619518
Espanol,Cuba,Santa Clara,Las Brujas,22.64807628,-79.15340424
La Corona,Cuba,Santa Clara,Las Brujas,22.65156157,-79.15048599
Caleta 1,Cuba,Santa Clara,Las Brujas,22.63904581,-79.17632103
Las Pajuals,Cuba,Santa Clara,Las Brujas,22.65164078,-79.16679382
Tunel azul,Cuba,Trinidad Cienfuegos,,21.75694883,-80.10131836
Canto Chiquiton,Cuba,Holguin,,21.10171723,-75.93792915
Phare,Cuba,Holguin,,21.09867435,-75.94230652
Taza Azul,Cuba,Holguin,,21.10355895,-75.93904495
Ta Hanita,Cuba,Holguin,,21.1027582,-75.94204903
Bucanero,Cuba,Santiago de Cuba,,19.94195568,-75.69427729
Cajilone,Cuba,Varadero,,23.14251068,-81.29844189
Cruz Corsario,Cuba,Isla de la Juventud,,21.61405582,-83.19303632
Barco Hundido,Cuba,Varadero,,23.17346501,-81.22719169
Pecios Cayo los Indios,Cuba,Isla de la Juventud,,21.74111111,-83.19527778
El Ballenato,Cuba,Cayo Largo del sur,,21.57923083,-81.63253784
Punta Perdiz,Cuba,Playa Giron Larga,,22.11500429,-81.11747861
Radar Reef,Cayman,Cayman Brac,,19.71447505,-79.83366609
MV Captain Keith Tibbetts,Cayman,Cayman Brac,,19.69298087,-79.88317966
Playing Fields,Cayman,Grand Cayman,,19.29202587,-81.10369205
The Kittiwake,Cayman,Grand Cayman,,19.3619,-81.40121667
Fish Reef,Cayman,Grand Cayman,,19.32133056,-81.39334167
Julie s Wall,Cayman,Grand Cayman,,19.39416667,-81.4175
Hammerhead Hill,Cayman,Grand Cayman,,19.383967,-81.309083
Lemon drop off,Cayman,Grand Cayman,,19.38393333,-81.32243333
Black Forest north,Cayman,Grand Cayman,,19.38405,-81.328417
Big Tunnel,Cayman,Grand Cayman,,19.368267,-81.416517
Blue Peter reef,Cayman,Grand Cayman,,19.38295,-81.322017
Hammerhead Hole,Cayman,Grand Cayman,,19.336217,-81.38911667
In Between,Cayman,Grand Cayman,,19.3673,-81.41436667
Lemon reef,Cayman,Grand Cayman,,19.38532394,-81.32680893
Hoffman s Hangout,Cayman,Grand Cayman,,19.26997926,-81.39246941
Black Forest,Cayman,Grand Cayman,,19.27116667,-81.3955
Lone Star,Cayman,Grand Cayman,,19.32683333,-81.391
Sunset reef,Cayman,Grand Cayman,,19.28630436,-81.39142334
Babylon,Cayman,Grand Cayman,,19.35331667,-81.16431667
Snapper Hole,Cayman,Grand Cayman,,19.34415,-81.07783333
Scuba Bowl,Cayman,Grand Cayman,,19.29233333,-81.08798333
Three Sisters,Cayman,Grand Cayman,,19.28851667,-81.11771667
High Rock Drop Off,Cayman,Grand Cayman,,19.29008333,-81.12403333
Fish Tank,Cayman,Grand Cayman,,19.35675,-81.10696667
Chubb Hole,Cayman,Grand Cayman,,19.35046667,-81.08428333
Grouper Grotto,Cayman,Grand Cayman,,19.29628333,-81.08598333
The Maze,Cayman,Grand Cayman,,19.29401667,-81.0923
Lodge Anchor,Cayman,Grand Cayman,,19.29056667,-81.11235
Iron Shore Gardens,Cayman,Grand Cayman,,19.29141667,-81.14363333
Maggie s Maze,Cayman,Grand Cayman,,19.29116667,-81.14478333
Kelly s Caverns,Cayman,Grand Cayman,,19.29128333,-81.14601667
Little House on the Prairie,Cayman,Grand Cayman,,19.29121667,-81.14815
Tarpon Tap Room,Cayman,Grand Cayman,,19.29136667,-81.15016667
Turtle Reef,Cayman,Grand Cayman,,19.38309233,-81.41681314
L C M  David Nicholson,Cayman,Grand Cayman,,19.28735,-81.39261667
Devil s Grotto,Cayman,Grand Cayman,,19.291333,-81.388333
Eden Rock,Cayman,Grand Cayman,,19.293145,-81.387097
Sand Chute,Cayman,Grand Cayman,,19.332167,-81.392833
Orange Canyon,Cayman,Grand Cayman,,19.3696,-81.4192
Bonnie s Arch,Cayman,Grand Cayman,,19.37,-81.4194
Cobalt Ridge,Cayman,Grand Cayman,,19.39366309,-81.40047312
Sea Fans  1 to 3,Cayman,Grand Cayman,,19.39228676,-81.40604138
Bear s Paw,Cayman,Grand Cayman,,19.39781227,-81.36032045
Ghost Mountain,Cayman,Grand Cayman,,19.40243696,-81.38546348
Tarpon Alley,Cayman,Grand Cayman,,19.38538466,-81.33655071
Hole in the Wall,Cayman,Grand Cayman,,19.3928,-81.3454
Princess Penny s Wall,Cayman,Grand Cayman,,19.3845,-81.3332
Eagle Ray Pass,Cayman,Grand Cayman,,19.3837,-81.325
Leslie s curl,Cayman,Grand Cayman,,19.3842,-81.3203
Stingray City  Sandbar,Cayman,Grand Cayman,,19.37579512,-81.30483627
Northwest Point,Cayman,Grand Cayman,,19.36941667,-81.42066667
Pat s Wall,Cayman,Grand Cayman,,19.2931,-81.0888
Stingray City,Cayman,Grand Cayman,,19.38467622,-81.34428084
Oro Verde,Cayman,Grand Cayman,,19.3386,-81.3907
Doc Poulson Wreck,Cayman,Grand Cayman,,19.36759169,-81.40929222
Lealeas Lookout,Cayman,Little Cayman,,19.6811,-80.08881667
Dynamite Drop Off,Cayman,Little Cayman,,19.65515,-80.09566667
Ann s Attic,Cayman,Little Cayman,,19.68466667,-80.07833333
Charlies Chimneys,Cayman,Little Cayman,,19.65583333,-80.09333333
Grundyäó» s Gardens,Cayman,Little Cayman,,19.65583333,-80.09
Windsock,Cayman,Little Cayman,,19.65583333,-80.10166667
Coconut Walk,Cayman,Little Cayman,,19.68091667,-80.08976667
Great Wall West,Cayman,Little Cayman,,19.68192222,-80.08685556
Donna s Delight,Cayman,Little Cayman,,19.68395278,-80.08106111
Bus Stop,Cayman,Little Cayman,,19.68872778,-80.07151111
Cumber s Caves,Cayman,Little Cayman,,19.69054167,-80.06978889
Jackson s Reef and Wall,Cayman,Little Cayman,,19.69214444,-80.06906389
Eagle Ray Roundup,Cayman,Little Cayman,,19.69445556,-80.06788611
Mike s Mountain,Cayman,Little Cayman,,19.696475,-80.06630278
Nancy s Cup of Tea,Cayman,Little Cayman,,19.69924167,-80.06486667
Disneyland,Cayman,Little Cayman,,19.67603333,-80.034
Patty s Place,Cayman,Little Cayman,,19.65545833,-80.10441944
Joys Joy,Cayman,Little Cayman,,19.67875,-80.09285
Randy s Gazebo,Cayman,Little Cayman,,19.68368333,-80.08318333
Marilyn s Cut,Cayman,Little Cayman,,19.68475,-80.07893333
Mixing Bowl,Cayman,Little Cayman,,19.68488333,-80.07788333
Soto Trader Wreck,Cayman,Little Cayman,,19.65515,-80.0823
Jig Saw,Cayman,Little Cayman,,19.67298333,-80.10321667
Black Hole,Cayman,Little Cayman,,19.65575,-80.09195
Sand Castles,Cayman,Little Cayman,,19.6684,-80.10796667
Uvita wall,Costa Rica,Caribbean,,9.995837231,-83.01214814
Bajo Dos Amigos,Costa Rica,Pacific,Cocos Islands,5.507408585,-87.09514618
Shark Fin Rock,Costa Rica,Pacific,Cocos Islands,5.493653475,-87.08132744
Bait Balls,Costa Rica,Pacific,Cocos Islands,5.464433494,-87.0457077
Lobster Rock,Costa Rica,Pacific,Cocos Islands,5.550102927,-87.03194261
Dos Amigos - Small,Costa Rica,Pacific,Cocos Islands,5.508294967,-87.10217357
Dos Amigos - Big,Costa Rica,Pacific,Cocos Islands,5.51215018,-87.10098267
Isla Cascara,Costa Rica,Pacific,Cocos Islands,5.550124284,-87.06467628
Manuelita Garden,Costa Rica,Pacific,Cocos Islands,5.561059007,-87.04690933
Submerged Rock,Costa Rica,Pacific,Cocos Islands,5.506810544,-87.05703735
Isla Pajara,Costa Rica,Pacific,Cocos Islands,5.554224829,-87.05411911
Tortuga shipwreck,Costa Rica,Pacific,Papagayo Gulf,10.57550877,-85.71226358
Punta Ballena,Costa Rica,Pacific,Catalina Islands,10.60387779,-85.69198608
Cabeza de Mono,Costa Rica,Pacific,Herradura,10.60854947,-85.70277125
Monkey Island,Costa Rica,Caribbean,,9.630326311,-82.61574984
Bajo Del Diablo,Costa Rica,Pacific,Isla del Cano,8.702874726,-83.91511917
Barco del Caí±o,Costa Rica,Pacific,Isla del Cano,8.715855397,-83.87679577
Sugar Reef,Costa Rica,Caribbean,,9.63400731,-82.65920162
Bloody Reef,Costa Rica,Caribbean,,9.638280604,-82.65963078
Long Shoal,Costa Rica,Caribbean,,9.655584773,-82.66113281
Pelagic Park,Costa Rica,Pacific,,8.510402921,-84.08111572
Patrick s Point,Costa Rica,Pacific,,10.57873601,-85.70331573
The Cave,Costa Rica,Pacific,Isla del Cano,8.7,-83.88333333
Devils Bottom,Costa Rica,Pacific,Isla del Cano,8.7,-83.9
Campanario,Costa Rica,Pacific,Isla del Cano,8.706204777,-83.87789011
Virador,Costa Rica,Pacific,Papagayo Gulf,10.61096437,-85.70194244
Punta Argentina,Costa Rica,Pacific,Papagayo Gulf,10.57867273,-85.71237087
Playa Conchal,Costa Rica,Pacific,,10.40992499,-85.82294226
Los Sombreros,Costa Rica,Pacific,Catalina Islands,10.4786969,-85.87115765
Catalina Islands,Costa Rica,Pacific,Catalina Islands,10.50983865,-85.8201313
Cocalito,Costa Rica,Pacific,,9.755838326,-84.94791985
La Chancha,Costa Rica,Pacific,,9.729614558,-84.95118141
Herradura Island,Costa Rica,Pacific,,9.626095228,-84.67703819
Pesebre,Costa Rica,Pacific,,9.656007847,-84.68313217
Isla Tortuga Acquario,Costa Rica,Pacific,,9.774532075,-84.89341736
Middle Reef,Costa Rica,Pacific,Herradura,9.644669288,-84.66424942
Isla Manuelita,Costa Rica,Pacific,Cocos Islands,5.56282093,-87.04832554
Bajo Alcyone,Costa Rica,Pacific,Cocos Islands,5.509031838,-87.0230484
Dirty Rock,Costa Rica,Pacific,Cocos Islands,5.544998563,-87.08518982
Silverado,Costa Rica,Pacific,Cocos Islands,5.545158743,-87.03081608
Punta Maria,Costa Rica,Pacific,Cocos Islands,5.531073463,-87.09120333
El Aquario,Costa Rica,Pacific,Manuel Antonio National Park,9.369212431,-84.15295601
Veinteseis,Costa Rica,Pacific,,9.164467221,-84.64279175
Starfish Garden,Costa Rica,Pacific,Manuel Antonio National Park,9.385048293,-84.1683197
Punta Quepos,Costa Rica,Pacific,Manuel Antonio National Park,9.393516372,-84.18205261
Canyon Reef,Costa Rica,Pacific,Manuel Antonio National Park,9.380306078,-84.16591644
Tortuga Island,Costa Rica,Pacific,,9.775800843,-84.89487648
Point Halfway,Curacao,,,12.156128,-69.00436895
Off the Road,Curacao,,,12.1578166,-69.00487857
Marie Pampoen,Curacao,,,12.08976527,-68.90554682
Pietermaai,Curacao,,,12.10151497,-68.92661333
Blue Bay,Curacao,,,12.13422209,-68.98508549
Awa Blanku,Curacao,,,12.033333,-68.78333283
Car Pile,Curacao,,,12.08834498,-68.90305012
The Pipe,Curacao,,,12.178629,-68.86951383
Beyond the Tunnel of Doom,Curacao,,,12.153207,-68.81466883
Jan Thiel Baai,Curacao,,,12.07605,-68.8797
Daaibooibaai,Curacao,,,12.21188333,-69.0845
Cas Abou  Lower House,Curacao,,,12.2276,-69.09198333
Playa Largu,Curacao,,,12.2353,-69.09851667
Playa Manzalina,Curacao,,,12.24541667,-69.1056
Playa Jeremi,Curacao,,,12.32863333,-69.15021667
Grote Knip  Playa Abou,Curacao,,,12.35128333,-69.15175
Dark Wall,Curacao,,,12.07323131,-68.87854815
Sandy s Plateau,Curacao,,,12.08255812,-68.89640093
Airplane Wreck,Curacao,,,12.26733249,-69.12854075
Hamrak,Curacao,,,12.03260505,-68.776474
Playa Kanoa,Curacao,,,12.17612287,-68.86464357
Klein - The north point,Curacao,,,11.9999,-68.64561667
Klein - Southern point,Curacao,,,11.97785,-68.64273333
Tarpon Bridge,Curacao,,,12.04267825,-68.72154236
Kenepa,Curacao,,,12.30553056,-69.14529444
Tunnel of doom,Curacao,,,12.15553056,-68.83020556
Directors Bay,Curacao,,,12.06631667,-68.8598
Tugboat Wreck,Curacao,,,12.06901667,-68.86176667
Caracas Bay,Curacao,,,12.06901667,-68.86176667
Sponge Forest,Curacao,,,12.28901747,-69.15138245
Snake Bay,Curacao,,,12.13933611,-68.99721667
Playa Lagun,Curacao,,,12.31796833,-69.15061167
Lions Dive Housereef,Curacao,,,12.08471404,-68.8983804
Alice in Wonderland,Curacao,,,12.37527838,-69.15790558
Bullenbaai,Curacao,,,12.17423667,-69.024265
Wata Mula,Curacao,,,12.38555556,-69.1625
Vaersen Bay,Curacao,,,12.16028953,-69.00576107
Habitat Curacao Housereef,Curacao,,,12.19805556,-69.07972222
Tugboat,Curacao,,,12.06680556,-68.86196944
Oswaldo s Drop-off,Curacao,,,12.08811667,-68.90168667
Port Marie,Curacao,,,12.2187,-69.085705
Superior Producer,Curacao,,,12.10465159,-68.9451313
Castle Comfort,Dominica,,,15.2851683,-61.37573361
Coral Gardens South,Dominica,,,15.2381,-61.37111667
Pointe Guignard,Dominica,,,15.24089963,-61.3729763
Soufriere Pinnacles,Dominica,,,15.23100337,-61.36210799
Scott s Head Dropoff,Dominica,,,15.21455,-61.37148333
La SorciíÂre,Dominica,,,15.23455,-61.36601667
Danglebens North,Dominica,,,15.24219444,-61.37438889
L Abym,Dominica,,,15.23448333,-61.36608333
Scott s Head Pinnacle,Dominica,,,15.21561667,-61.37706667
Rodney s Rock,Dominica,,,15.37961667,-61.412
Champagne Beach,Dominica,,,15.24448122,-61.37396336
Solomon reef,Dominica,,,15.27223126,-61.37424231
Dangleben s Pinnacles,Dominica,,,15.23711667,-61.37278333
Coral Garden,Dominican Republic,Punta Cana,,18.7249532,-68.45015645
Tropical Shallow,Dominican Republic,Punta Cana,,18.67694444,-68.40611111
Aquarium,Dominican Republic,La Romana and Saona Island,,18.36392047,-69.0225184
Padre Nuestro Cave,Dominican Republic,La Romana and Saona Island,,18.37578637,-68.80939275
Shalom Tropical,Dominican Republic,Punta Cana,,18.7271447,-68.44568253
Rondana,Dominican Republic,Punta Cana,,18.74250718,-68.46988678
Peor,Dominican Republic,La Romana and Saona Island,,18.29390557,-68.82350922
Domenicus Reef,Dominican Republic,La Romana and Saona Island,,18.34026871,-68.82745743
Viva Shallow,Dominican Republic,La Romana and Saona Island,,18.34548277,-68.83007526
Atlantic Princess Wreck,Dominican Republic,La Romana and Saona Island,,18.36845534,-68.85161877
Los Naturales,Dominican Republic,Puerto Plata area,,19.78729942,-70.49343109
Cuevas de Du-du,Dominican Republic,,,19.56471349,-69.9073711
La Puntilla,Dominican Republic,Puerto Plata area,,19.76165514,-70.52068233
Zingara Wreck,Dominican Republic,Puerto Plata area,,19.7862495,-70.50218582
Cuevitas,Dominican Republic,Punta Cana,,18.67222665,-68.39165211
Taberna,Dominican Republic,Punta Cana,,18.70854936,-68.42999697
Park Reef,Dominican Republic,Punta Cana,,18.69930173,-68.41894627
Paradise,Dominican Republic,Punta Cana,,18.69104957,-68.40705872
Channel,Dominican Republic,Punta Cana,,18.66489815,-68.36559176
Monica Wreck,Dominican Republic,Punta Cana,,18.65441816,-68.34676266
Coral Garden  Luperon,Dominican Republic,,,19.90541162,-70.94254017
Traktor Wreck,Dominican Republic,Puerto Plata area,,19.85569088,-70.78302383
The Canyon,Dominican Republic,Puerto Plata area,,19.86206827,-70.78722954
The Anker,Dominican Republic,Puerto Plata area,,19.85423777,-70.7809639
Great Wall,Dominican Republic,Puerto Plata area,,19.85197734,-70.78027725
The Rock,Dominican Republic,Puerto Plata area,,19.85657889,-70.77581406
Patricia Wreck,Dominican Republic,,,18.53782406,-68.35344672
Acuario  Club Med,Dominican Republic,Punta Cana,,18.54126221,-68.35179448
Benjis,Dominican Republic,Juan Dolio,,18.42102819,-69.40584898
Cayacoa Reef,Dominican Republic,Juan Dolio,,18.42125213,-69.39615011
Mariottis Reef,Dominican Republic,Juan Dolio,,18.42139464,-69.40099955
Los Canones,Dominican Republic,Juan Dolio,,18.42182216,-69.41479683
Los Jardines,Dominican Republic,Juan Dolio,,18.42229039,-69.40803766
Parque Nacional Submarino La Caleta,Dominican Republic,Boca Chica,,18.44857061,-69.68365073
St George,Dominican Republic,La Romana and Saona Island,,18.34220364,-68.83248925
Tania V,Dominican Republic,Juan Dolio,,18.38775971,-69.41574097
Patato,Dominican Republic,Punta Cana,,18.71491062,-68.43512535
The Wall,Dominican Republic,Puerto Plata area,,19.75472222,-70.52
Three Rocks,Dominican Republic,Puerto Plata area,,19.773017,-70.514917
Larimar,Dominican Republic,Puerto Plata area,,19.77058062,-70.5214119
Five Rocks,Dominican Republic,Puerto Plata area,,19.75850485,-70.54969311
Canyon,Dominican Republic,Puerto Plata area,,19.75640462,-70.52351475
Coral Garden,Dominican Republic,Puerto Plata area,,19.7747201,-70.51722765
Boca Chica Housereef,Dominican Republic,Boca Chica,,18.44411282,-69.6054697
Ray Point,Dominican Republic,Puerto Plata area,,19.79044914,-70.51214218
Airport Puerto Plata,Dominican Republic,Puerto Plata area,,19.76638046,-70.5505085
Puerto Plata,Dominican Republic,Puerto Plata area,,19.77898062,-70.58441162
La Parguera,Dominican Republic,La Romana and Saona Island,,18.1442,-68.7912
Astron Wreck,Dominican Republic,Punta Cana,,18.72998971,-68.45426559
Tortuga,Dominican Republic,La Romana and Saona Island,,18.32242567,-68.81029129
Catalinita Island,Dominican Republic,La Romana and Saona Island,,18.19735062,-68.63360882
Parque Nacional 1,Dominican Republic,La Romana and Saona Island,,18.34263135,-68.83312225
El Derrumbao,Dominican Republic,,,18.22690563,-70.55797577
Santa Catalina Wall,Dominican Republic,La Romana and Saona Island,,18.37342418,-69.00632858
Isla de los Patos,El Salvador,,,13.64796774,-89.02813911
Cerro El Mono,El Salvador,,,13.64519444,-89.02052164
Westsider Wreck,Grenada,,,12.48866337,-61.49301052
Seaview,Grenada,,,12.4509507,-61.49420142
Tropical Hill,Grenada,,,12.43669179,-61.49926543
Big Blue,Grenada,,,12.29973611,-61.611375
Molinere Sculpture Garden,Grenada,,,12.08265556,-61.76328333
Shakem Wreck,Grenada,,,12.03516536,-61.75715446
Bianca C,Grenada,,,12.00506971,-61.85371399
